Timestamp,CPU Usage (%),Memory Usage (%),CPU Temp (°C),Weather Temp (°C),Humidity (%),Weather Description,ReqPerSec,Average Latency (ms)
2024-11-26 03:21:39.120243,11.3,70.634864056714,N/A,6.2,99,moderate rain,9.19231,2.994768
2024-11-26 03:21:49.224459,6.4,70.71021208340758,N/A,6.2,99,moderate rain,9.14144,3.0211680000000003
2024-11-26 03:21:59.320757,5.5,71.0179739532796,N/A,6.2,99,moderate rain,9.13653,3.0256819999999998
2024-11-26 03:22:06.483117,5.55,71.06744688013623,N/A,6.2,99,moderate rain,9.19367,2.975993
2024-11-26 03:22:16.605004,5.779999999999999,71.10283371947959,N/A,6.2,99,moderate rain,9.26343,1.722387
2024-11-26 03:22:26.738505,6.849999999999999,71.09718344257642,N/A,6.2,99,moderate rain,9.37924,1.5747805611222445
2024-11-26 03:22:33.949201,6.8999999999999995,71.24405103731426,N/A,6.2,99,moderate rain,9.51459,0.935644
2024-11-26 03:22:44.526375,9.116666666666667,71.24946368574955,N/A,6.2,99,moderate rain,9.65716,0.963234
2024-11-26 03:22:55.064214,10.366666666666667,71.2295953055176,N/A,6.2,99,moderate rain,9.80041,0.99452
2024-11-26 03:23:02.438940,11.733333333333334,71.24599827059282,N/A,6.2,99,moderate rain,9.96014,0.9880789999999999
2024-11-26 03:23:13.271672,12.75,71.34365697010502,N/A,6.2,99,moderate rain,10.0934,0.900215
2024-11-26 03:23:25.323504,13.183333333333332,71.5344858314026,N/A,6.2,99,moderate rain,10.2341,0.96031
2024-11-26 03:23:33.536175,13.666666666666666,71.63254057836129,N/A,6.2,99,moderate rain,10.415,0.998869
2024-11-26 03:23:45.260109,14.050000000000002,71.84736331412503,N/A,6.2,99,moderate rain,10.5571,1.0816489999999999
2024-11-26 03:23:58.049771,14.6,71.9658805124854,N/A,6.2,99,moderate rain,10.7127,1.1334380000000002
2024-11-26 03:24:05.840294,15.300000000000002,72.1915285451197,N/A,6.2,99,moderate rain,10.8782,1.359873
2024-11-26 03:24:16.572229,16.400000000000002,72.25317993095574,N/A,6.2,99,moderate rain,11.017,1.597982
2024-11-26 03:24:28.397655,16.633333333333333,72.314501277253,N/A,6.2,99,moderate rain,11.1462,1.607394
2024-11-26 03:24:38.189503,16.849999999999998,72.39281965979524,N/A,6.2,99,moderate rain,11.3471,1.334564
2024-11-26 03:24:49.241491,17.400000000000002,72.45183072932137,N/A,6.2,99,moderate rain,11.5316,1.524956
2024-11-26 03:24:58.677104,18.21666666666667,72.58463863970904,N/A,6.2,99,moderate rain,11.7233,1.4840719999999998
2024-11-26 03:25:11.705964,19.45,72.5835495092312,N/A,6.2,99,moderate rain,11.955,-0.295991
2024-11-26 03:25:24.332494,19.716666666666665,72.67454141006091,N/A,6.2,99,moderate rain,12.1451,3.2752890000000003
2024-11-26 03:25:32.579380,20.116666666666664,72.72114299293055,N/A,6.2,99,moderate rain,12.3252,2.057074
2024-11-26 03:25:43.406503,20.95,72.66863370231754,N/A,6.2,99,moderate rain,12.4741,1.242378
2024-11-26 03:25:58.025925,20.3,72.68605978996284,N/A,6.2,99,moderate rain,12.6353,1.07977
2024-11-26 03:26:05.756947,19.933333333333334,72.82071592176744,N/A,6.2,99,moderate rain,12.7603,2.74308
2024-11-26 03:26:28.017343,21.383333333333336,73.24240744041137,N/A,6.2,99,moderate rain,12.7021,2.74308
2024-11-26 03:26:38.890262,22.416666666666668,74.01126754985249,N/A,6.2,99,moderate rain,12.9354,4.609690690690691
2024-11-26 03:26:50.326713,27.400000000000002,74.81303260130565,N/A,6.2,99,moderate rain,13.0539,3.549156
2024-11-26 03:26:58.201654,31.650000000000006,75.82100635656151,N/A,6.2,99,moderate rain,13.2237,-2.4397919999999997
2024-11-26 03:27:11.020221,36.78333333333333,76.37923523238085,N/A,5.84,99,light rain,13.3439,3.4901060000000004
2024-11-26 03:27:22.391272,41.25,76.78218050522452,N/A,5.84,99,light rain,13.4757,27.190801999999998
2024-11-26 03:27:30.621659,40.983333333333334,76.22480973220591,N/A,5.84,99,light rain,13.6204,35.450449
2024-11-26 03:27:55.279483,40.016666666666666,75.32218459771481,N/A,5.84,99,light rain,13.9345,1.484626
2024-11-26 03:28:05.064117,35.53333333333333,74.5503211284712,N/A,5.84,99,light rain,14.2146,2.4122489999999996
2024-11-26 03:28:17.593603,32.016666666666666,73.51950863713473,N/A,5.84,99,light rain,14.3664,1.9086310000000002
2024-11-26 03:28:29.554921,28.616666666666664,72.97428331914163,N/A,5.84,99,light rain,14.5644,2.84081
2024-11-26 03:28:43.388778,24.466666666666665,72.37565760378094,N/A,5.84,99,light rain,14.7324,2.740084
2024-11-26 03:28:53.820530,22.899999999999995,72.42014693360265,N/A,5.84,99,light rain,14.8891,4.2288879999999995
2024-11-26 03:29:07.039158,22.53333333333333,72.84900031023717,N/A,5.84,99,light rain,15.0836,4.631919
2024-11-26 03:29:22.967037,22.049999999999997,72.85596414450451,N/A,5.84,99,light rain,15.2328,2.566881
2024-11-26 03:29:34.799850,22.166666666666668,72.85051849211536,N/A,5.84,99,light rain,15.4527,1.829451
2024-11-26 03:29:50.917532,20.516666666666666,72.75635821171376,N/A,6.2,99,light rain,15.6541,1.483148
2024-11-26 03:30:01.333676,22.683333333333334,72.75850346871556,N/A,6.2,99,light rain,15.8308,2.038675
2024-11-26 03:30:13.517415,21.633333333333336,72.69467382192386,N/A,6.2,99,light rain,15.9826,1.859142
2024-11-26 03:30:22.693528,21.53333333333333,72.26453329108828,N/A,6.2,99,light rain,16.1089,1.856451
